input	target	source_rule	freq	edit_count	seed	freq_bucket
salte	salte	identity	2.24e-06	0	42	3
amkoniacal	amoniacal	typo	0.0	1	42	1
plagyo	plagio	historical	2.88e-06	1	42	4
rícia	ricia	ocr_confusion	0.0	1	42	1
alücinante	alucinante	ocr_confusion	2.95e-06	1	42	4
aturulmar	aturullar	typo	0.0	1	42	1
énterífima	enterísima	ocr_confusion	0.0	2	42	0
klch	koch	typo	1.2e-06	1	42	3
revésar	revesar	ocr_confusion	0.0	1	42	1
vaçíamente	vacíamente	historical	0.0	1	42	0
fondeos	sondeos	ocr_confusion	2.04e-06	1	42	3
forzadzs	forzadas	typo	2.24e-06	1	42	3
terapja	terapia	historical	1.7e-05	1	42	4
svspendidas	suspendidas	historical	1.51e-06	1	42	3
reterirnos	referirnos	ocr_confusion	6.46e-07	1	42	2
prccarisla	precarista	ocr_confusion	0.0	2	42	1
decentemente	decentemente	identity	5.89e-07	0	42	2
ajaico	ajiaco	typo	0.0	2	42	1
inexcuusablemente	inexcusablemente	typo	0.0	1	42	0
emputecerr	emputecer	typo	0.0	1	42	1
asegurábá	aseguraba	ocr_confusion	2.4e-06	2	42	3
anticonceptiuos	anticonceptivos	historical	2.45e-06	1	42	3
únqlos	únalos	typo	0.0	1	42	1
enfvrtido	enfurtido	historical	0.0	1	42	0
mediátioás	mediáticas	ocr_confusion	1.1e-06	2	42	3
tempestiva	tempestiva	identity	0.0	0	42	0
paradojas	paradojas	identity	1.02e-06	0	42	3
oubrir	cubrir	ocr_confusion	2.63e-05	1	42	4
aisiamiénfo	aislamiento	ocr_confusion	1.15e-05	3	42	4
desfensar	destensar	ocr_confusion	0.0	1	42	0
nombró	nombró	identity	6.46e-06	0	42	4
roigins	origins	typo	5.5e-07	2	42	2
descuidafamente	descuidadamente	typo	0.0	1	42	1
tralls	tralla	typo	0.0	1	42	0
herborjzar	herborizar	historical	0.0	1	42	1
ngorrar	engorrar	typo	0.0	1	42	2
trázadá	trazada	ocr_confusion	7.94e-07	2	42	2
empollar	empollar	identity	0.0	0	42	1
operaadores	operadores	typo	1e-05	1	42	4
cayos	cayos	identity	7.08e-07	0	42	2
planteandó	planteando	ocr_confusion	2.51e-06	1	42	3
fierofante	hierofante	historical	0.0	1	42	1
inlernado	internado	ocr_confusion	5.01e-06	1	42	4
raqureo	raquero	typo	0.0	2	42	2
médiquitlo	mediquillo	ocr_confusion	0.0	2	42	2
withi	within	typo	7.24e-07	1	42	2
dariacontecido	cariacontecido	typo	0.0	1	42	1
malveñder	malvender	ocr_confusion	0.0	1	42	1
administratiuos	administrativos	historical	9.12e-06	1	42	4
entermucho	enfermucho	ocr_confusion	0.0	1	42	2
descomer	descomer	identity	0.0	0	42	1
lñsolár	insolar	ocr_confusion	0.0	3	42	0
katate	karate	typo	2.4e-06	1	42	3
veterlñarios	veterinarios	ocr_confusion	1.58e-06	2	42	3
mahó	mahón	typo	0.0	1	42	2
exccntrioidad	excentricidad	ocr_confusion	0.0	2	42	0
obelisco	obelisco	identity	2.09e-06	0	42	3
hlzo	hizo	ocr_confusion	0.000355	1	42	4
ceboya	cebolla	historical	9.33e-06	2	42	4
alquímioo	alquímico	ocr_confusion	0.0	1	42	0
canádá	canadá	ocr_confusion	2.88e-05	1	42	4
psaadura	pasadura	typo	0.0	2	42	0
invilada	invitada	ocr_confusion	6.03e-06	1	42	4
disgvsta	disgusta	historical	1.41e-06	1	42	3
jlegalmente	ilegalmente	historical	5.01e-06	1	42	4
combiñacional	combinacional	ocr_confusion	0.0	1	42	1
cha	acha	typo	7.76e-07	1	42	2
ycaía	yacía	typo	9.33e-07	2	42	2
remamieñto	remamiento	ocr_confusion	0.0	1	42	1
efcüpetina	escupetina	ocr_confusion	0.0	2	42	1
asisstentes	asistentes	typo	1.32e-05	1	42	4
hermeicidad	hermeticidad	typo	0.0	1	42	0
reefuerza	refuerza	typo	3.72e-06	1	42	4
exhaustibamente	exhaustivamente	historical	6.03e-07	1	42	2
algadaara	algadara	typo	0.0	1	42	1
mierdaf	mierdas	ocr_confusion	5.62e-06	1	42	4
denostado	denostador	typo	0.0	1	42	1
ataçantes	atacantes	historical	2.4e-06	1	42	3
repintar	repintar	identity	0.0	0	42	1
quedqmos	quedamos	typo	1.78e-05	1	42	4
mocar	mocar	identity	0.0	0	42	1
tcndedor	tendedor	ocr_confusion	0.0	1	42	1
tinajá	tinaja	ocr_confusion	0.0	1	42	1
inermedio	intermedio	typo	7.94e-06	1	42	4
hidráulioamenle	hidráulicamente	ocr_confusion	0.0	2	42	1
nalguear	nalguear	identity	0.0	0	42	1
cilicio	cilicio	identity	0.0	0	42	1
úrna	urna	ocr_confusion	3.63e-06	1	42	4
beethoben	beethoven	historical	2.69e-06	1	42	3
fumbada	tumbada	typo	7.41e-07	1	42	2
nmodos	nodos	typo	2e-06	1	42	3
respiarble	respirable	typo	0.0	2	42	0
ábdelo	ábrelo	typo	0.0	1	42	1
setrntavo	setentavo	typo	0.0	1	42	0
quje	queje	typo	1e-06	1	42	3
basarse	basarse	identity	1.95e-06	0	42	3
conociblc	conocible	ocr_confusion	0.0	1	42	2
gaesa	galesa	typo	7.41e-07	1	42	2
prefideneialista	presidencialista	ocr_confusion	0.0	2	42	0
recitadxo	recitado	typo	0.0	1	42	1
créada	creada	ocr_confusion	1.91e-05	1	42	4
mayonefa	mayonesa	ocr_confusion	2.57e-06	1	42	3
çatre	catre	historical	5.5e-07	1	42	2
rengloñes	renglones	ocr_confusion	8.51e-07	1	42	2
larrtea	larreta	typo	1.7e-06	2	42	3
angticanismo	anglicanismo	ocr_confusion	0.0	1	42	1
estilisar	estilizar	historical	0.0	1	42	0
franciscanó	franciscano	ocr_confusion	1.62e-06	1	42	3
vzras	varas	typo	3.16e-06	1	42	4
defmolár	desmotar	ocr_confusion	0.0	3	42	0
sacrificiál	sacrificial	ocr_confusion	0.0	1	42	1
aturbonado	aturbonado	identity	0.0	0	42	2
suitc	suite	ocr_confusion	5.89e-06	1	42	4
mélrica	métrica	ocr_confusion	2.09e-06	1	42	3
viotimización	victimización	ocr_confusion	7.76e-07	1	42	2
émplomádura	emplomadura	ocr_confusion	0.0	2	42	2
monóçulo	monóculo	historical	0.0	1	42	1
gránuja	granuja	ocr_confusion	0.0	1	42	1
tedrsamente	tersamente	typo	0.0	1	42	2
estarte	estarte	identity	0.0	0	42	1
caleñtamiento	calentamiento	ocr_confusion	6.76e-06	1	42	4
coolmenas	colmenas	typo	7.24e-07	1	42	2
aete	ajete	typo	0.0	1	42	2
pylonero	pilonero	historical	0.0	1	42	0
averagd	average	typo	6.31e-07	1	42	2
artiodáctiol	artiodáctilo	typo	0.0	2	42	0
inventorres	inventores	typo	1.05e-06	1	42	3
veirte	vierte	typo	1.45e-06	2	42	3
fospitalizada	hospitalizada	historical	6.03e-07	1	42	2
atrebió	atrevió	historical	2.4e-06	1	42	3
cscóllado	escoltado	ocr_confusion	7.94e-07	3	42	2
rccudidero	recudidero	ocr_confusion	0.0	1	42	1
iazmín	jazmín	historical	1.7e-06	1	42	3
dseña	diseña	typo	1.62e-06	1	42	3
corn	corno	typo	1e-06	1	42	3
sefteadero	sesteadero	ocr_confusion	0.0	1	42	0
robáda	robada	ocr_confusion	2.95e-06	1	42	4
expliçan	explican	historical	1.1e-05	1	42	4
ofra	otra	ocr_confusion	0.000724	1	42	4
sicionio	sicionio	identity	0.0	0	42	0
oposiçion	oposicion	historical	2.34e-06	1	42	3
costera	costera	identity	5.89e-06	0	42	4
electrolítieo	electrolítico	ocr_confusion	0.0	1	42	1
aiúdenme	ayúdenme	historical	1.32e-06	1	42	3
mlentor	mentor	typo	3.09e-06	1	42	4
físicameente	físicamente	typo	9.77e-06	1	42	4
subalferno	subalterno	ocr_confusion	6.76e-07	1	42	2
enffrenar	enfrenar	typo	0.0	1	42	0
tórrontés	torrontés	ocr_confusion	0.0	1	42	0
deslapa	destapa	ocr_confusion	6.46e-07	1	42	2
cínico	clínico	typo	5.01e-06	1	42	4
liía	lila	ocr_confusion	2.4e-06	1	42	3
denntadura	dentadura	typo	1.45e-06	1	42	3
cenagae	cenagar	typo	0.0	1	42	1
cuánbticamente	cuánticamente	typo	0.0	1	42	0
enfusar	enfusar	identity	0.0	0	42	0
cantaara	cantara	typo	6.92e-07	1	42	2
iadeante	jadeante	historical	0.0	1	42	1
déstinadas	destinadas	ocr_confusion	7.59e-06	1	42	4
miñma	minima	historical	1.17e-06	2	42	3
hágalá	hágala	ocr_confusion	0.0	1	42	1
çarabritear	carabritear	historical	0.0	1	42	1
balizaimento	balizamiento	typo	0.0	2	42	0
espérdecir	esperdecir	ocr_confusion	0.0	1	42	2
augusto	augusto	identity	9.12e-06	0	42	4
bótrino	botrino	ocr_confusion	0.0	1	42	0
qúijano	quijano	ocr_confusion	1.23e-06	1	42	3
anatemizad	anatemizar	typo	0.0	1	42	0
alabanccro	alabancero	ocr_confusion	0.0	1	42	1
opiñan	opinan	ocr_confusion	7.08e-06	1	42	4
previniedo	previniendo	typo	5.89e-07	1	42	2
explicarños	explicarnos	ocr_confusion	1.07e-06	1	42	3
flaças	flacas	historical	1.1e-06	1	42	3
azaagar	azagar	typo	0.0	1	42	0
qúejamos	quejamos	ocr_confusion	1.32e-06	1	42	3
restringiddas	restringidas	typo	9.55e-07	1	42	3
acabarán	acabarán	identity	1.78e-06	0	42	3
esetrcolar	estercolar	typo	0.0	2	42	2
plmentóñ	pimentón	ocr_confusion	8.71e-07	2	42	2
brazadó	brazado	ocr_confusion	0.0	1	42	0
consztruyen	construyen	typo	5.13e-06	1	42	4
péñtagonal	pentagonal	ocr_confusion	0.0	2	42	1
rascaoio	rascacio	ocr_confusion	0.0	1	42	1
pettimetre	petimetre	typo	0.0	1	42	1
aneaa	anea	typo	0.0	1	42	0
electrrodomésticos	electrodomésticos	typo	2.24e-06	1	42	3
sinvoial	sinovial	typo	0.0	2	42	1
sabandijuea	sabandijuela	typo	0.0	1	42	1
oagadero	cagadero	ocr_confusion	0.0	1	42	1
igval	igual	historical	0.000288	1	42	4
cafear	catear	ocr_confusion	0.0	1	42	1
puntalñ	puntal	typo	5.89e-07	1	42	2
presvpuestario	presupuestario	historical	1.82e-06	1	42	3
anufragar	naufragar	typo	0.0	2	42	0
meteórico	meteórico	identity	0.0	0	42	1
carambolla	carambola	typo	0.0	1	42	0
fabáceas	fabáceas	identity	0.0	0	42	0
braçear	bracear	historical	0.0	1	42	0
anatematyzar	anatematizar	historical	0.0	1	42	0
fañqueta	tanqueta	ocr_confusion	0.0	2	42	1
sgoa	soga	typo	2.82e-06	2	42	3
apara	aparta	typo	3.16e-06	1	42	4
iegítimo	legítimo	ocr_confusion	9.55e-06	1	42	4
xeanne	jeanne	historical	1.41e-06	1	42	3
corlefía	cortesía	ocr_confusion	8.91e-06	2	42	4
modelízar	modelizar	ocr_confusion	0.0	1	42	1
reeleccióñ	reelección	ocr_confusion	7.94e-06	1	42	4
gallcista	galicista	ocr_confusion	0.0	1	42	1
máúrécñ	maureen	ocr_confusion	9.77e-07	5	42	3
fermmín	fermín	typo	2.63e-06	1	42	3
filipiñsta	filipinista	historical	0.0	2	42	1
rivéro	rivero	ocr_confusion	3.31e-06	1	42	4
solánerá	solanera	ocr_confusion	0.0	2	42	0
reosadero	rebosadero	typo	0.0	1	42	0
leopoidiná	leopoldina	ocr_confusion	0.0	2	42	2
átrono	átono	typo	0.0	1	42	1
míz	maíz	typo	1.62e-05	1	42	4
yngeniero	ingeniero	historical	2.69e-05	1	42	4
aleañzar	alcanzar	ocr_confusion	4.68e-05	2	42	4
oombo	combo	ocr_confusion	4.57e-06	1	42	4
pararaa	parara	typo	7.59e-07	1	42	2
incolumidad	incolumidad	identity	0.0	0	42	0
hagas	haga	typo	0.000138	1	42	4
agostaimento	agostamiento	typo	0.0	2	42	1
qbandone	abandone	typo	2.69e-06	1	42	3
áprisa	aprisa	ocr_confusion	0.0	1	42	0
palriárca	patriarca	ocr_confusion	3.55e-06	2	42	4
tens	lens	ocr_confusion	5.89e-07	1	42	2
nokcional	nocional	typo	0.0	1	42	2
reoio	reojo	historical	1.41e-06	1	42	3
sobrcpasan	sobrepasan	ocr_confusion	1e-06	1	42	3
luminnar	luminar	typo	0.0	1	42	0
iulstrado	ilustrado	typo	4.47e-06	2	42	4
çastrador	castrador	historical	0.0	1	42	2
eóndominios	condominios	ocr_confusion	6.76e-07	2	42	2
actenaria	catenaria	typo	0.0	2	42	2
conhluir	confluir	historical	0.0	1	42	0
eñcarñizadáménte	encarnizadamente	ocr_confusion	0.0	4	42	1
facerle	hacerle	historical	2.95e-05	1	42	4
emiralo	emirato	ocr_confusion	6.76e-07	1	42	2
solapamjento	solapamiento	historical	0.0	1	42	1
benedicta	benedicta	identity	0.0	0	42	1
poseo	poseso	typo	0.0	1	42	1
padecimicntof	padecimientos	ocr_confusion	9.77e-07	2	42	3
mendigándo	mendigando	ocr_confusion	7.76e-07	1	42	2
premurá	premura	ocr_confusion	0.0	1	42	0
émocion	emocion	ocr_confusion	9.33e-07	1	42	2
stenta	ostenta	typo	3.16e-06	1	42	4
mijto	mixto	historical	4.79e-06	1	42	4
wlfe	wife	ocr_confusion	7.41e-07	1	42	2
mganesia	magnesia	typo	0.0	2	42	0
quiroetca	quiroteca	typo	0.0	2	42	1
compaeto	compacto	ocr_confusion	2.75e-06	1	42	3
haríneará	harineará	ocr_confusion	0.0	1	42	1
pesada	pesada	identity	1.2e-05	0	42	4
molótov	molotov	ocr_confusion	2.19e-06	1	42	3
consilas	consolas	typo	3.31e-06	1	42	4
azaroyo	azarollo	historical	0.0	2	42	0
arreeiese	arreciese	ocr_confusion	0.0	1	42	2
leonwl	leonel	typo	2.09e-06	1	42	3
montersro	monterero	typo	0.0	1	42	1
estudié	estudié	identity	3.31e-06	0	42	4
indeçorosamente	indecorosamente	historical	0.0	1	42	0
ünáñime	unánime	ocr_confusion	4.27e-06	2	42	4
fje	fije	typo	2.82e-06	1	42	3
dinamita	dinamista	typo	0.0	1	42	2
torbo	torvo	historical	0.0	1	42	0
superestrclla	superestrella	ocr_confusion	7.24e-07	1	42	2
rccrecer	recrecer	ocr_confusion	0.0	1	42	1
ácantonamiento	acantonamiento	ocr_confusion	0.0	1	42	0
coñgregar	congregar	ocr_confusion	0.0	1	42	2
suhridos	sufridos	historical	1.38e-06	1	42	3
caraqmbolo	carambolo	typo	0.0	1	42	1
sáludablemente	saludablemente	ocr_confusion	0.0	1	42	1
ilrio	itrio	ocr_confusion	0.0	1	42	1
pvmas	pumas	historical	2.75e-06	1	42	3
amiillarar	amillarar	typo	0.0	1	42	1
hipoxias	hipoxia	typo	0.0	1	42	2
eenojos	enojos	typo	5.89e-07	1	42	2
zaquue	zaque	typo	0.0	1	42	0
çronograma	cronograma	historical	2.09e-06	1	42	3
escaparatcs	escaparates	ocr_confusion	6.92e-07	1	42	2
iinfusión	infusión	typo	1.74e-06	1	42	3
reinici	reinicio	typo	1.66e-06	1	42	3
lmpresion	impresion	ocr_confusion	2e-06	1	42	3
hemohilia	hemofilia	historical	0.0	1	42	0
prmeatura	prematura	typo	2.19e-06	2	42	3
asvmes	asumes	historical	5.75e-07	1	42	2
casleb	caleb	typo	1.17e-06	1	42	3
gámbuza	gambuza	ocr_confusion	0.0	1	42	0
licenciatvras	licenciaturas	historical	6.92e-07	1	42	2
bocear	bocear	identity	0.0	0	42	1
teletrabsjador	teletrabajador	typo	0.0	1	42	1
timar	timar	identity	0.0	0	42	1
carrjola	carriola	historical	0.0	1	42	0
ayá	allá	historical	0.000158	2	42	4
erplica	replica	typo	2e-06	2	42	3
duermevela	duermevela	identity	0.0	0	42	0
interprctación	interpretación	ocr_confusion	3.09e-05	1	42	4
arpía	arpía	identity	0.0	0	42	1
agabillar	agavillar	historical	0.0	1	42	1
armónicáméñte	armónicamente	ocr_confusion	0.0	3	42	0
cistucerco	cisticerco	typo	0.0	1	42	1
térmostato	termostato	ocr_confusion	0.0	1	42	0
oñúbcnse	onubense	ocr_confusion	0.0	3	42	2
efcrupulosa	escrupulosa	ocr_confusion	0.0	1	42	1
limsro	limero	typo	0.0	1	42	0
aacceso	acceso	typo	0.000112	1	42	4
magullár	magullar	ocr_confusion	0.0	1	42	0
rollk	rollo	typo	1.15e-05	1	42	4
académicamrnte	académicamente	typo	5.89e-07	1	42	2
optimisar	optimizar	historical	2e-06	1	42	3
rüpestré	rupestre	ocr_confusion	6.61e-07	2	42	2
cúpúlas	cúpulas	ocr_confusion	1.51e-06	1	42	3
enaslilar	enastilar	ocr_confusion	0.0	1	42	1
bessarla	besarla	typo	1.23e-06	1	42	3
congerye	congerie	historical	0.0	1	42	0
lrad	trad	ocr_confusion	2.75e-06	1	42	3
seca	seca	identity	1.41e-05	0	42	4
concentrrando	concentrando	typo	9.77e-07	1	42	3
ámnistiar	amnistiar	ocr_confusion	0.0	1	42	0
contigüidád	contigüidad	ocr_confusion	0.0	1	42	1
morfajar	mortajar	ocr_confusion	0.0	1	42	1
ánacónda	anaconda	ocr_confusion	0.0	2	42	0
plugin	plugin	identity	5.75e-07	0	42	2
carráspada	carraspada	ocr_confusion	0.0	1	42	1
fynlandés	finlandés	historical	1.05e-06	1	42	3
cernerr	cerner	typo	0.0	1	42	1
ñublar	nublar	ocr_confusion	0.0	1	42	1
çamarada	camarada	historical	7.59e-06	1	42	4
maro	mareo	typo	1.82e-06	1	42	3
jncreado	increado	typo	0.0	1	42	0
chirümbá	chirumba	ocr_confusion	0.0	2	42	0
troptskismo	trotskismo	typo	0.0	1	42	0
lucero	lucero	identity	2.51e-06	0	42	3
expugnable	expugnable	identity	0.0	0	42	2
controlafla	controlarla	typo	6.46e-07	1	42	2
desbloqveado	desbloqueado	historical	8.71e-07	1	42	2
spportar	soportar	typo	1.62e-05	1	42	4
quitar	guitar	historical	8.32e-07	1	42	2
virádor	virador	ocr_confusion	0.0	1	42	1
vertatrina	veratrina	typo	0.0	1	42	1
adatar	adaptar	typo	4.47e-06	1	42	4
sabc	sabe	ocr_confusion	0.000234	1	42	4
bocyo	bocio	historical	0.0	1	42	0
abánda	abanda	ocr_confusion	0.0	1	42	0
sofíslica	sofística	ocr_confusion	0.0	1	42	0
mestzios	mestizos	typo	2.4e-06	2	42	3
fahornár	sahornar	ocr_confusion	0.0	2	42	2
sotvcntar	solventar	ocr_confusion	1.95e-06	2	42	3
eólica	eólica	identity	2.09e-06	0	42	3
iustiniano	justiniano	historical	9.55e-07	1	42	3
dispongaa	disponga	typo	2.09e-06	1	42	3
rcpulsa	repulsa	ocr_confusion	6.61e-07	1	42	2
reaclde	recalde	typo	9.55e-07	2	42	3
inventaca	inventada	typo	1.82e-06	1	42	3
çabrero	cabrero	historical	0.0	1	42	0
inleriorizar	interiorizar	ocr_confusion	0.0	1	42	1
malága	malaga	ocr_confusion	1.7e-06	1	42	3
feruor	fervor	historical	2.34e-06	1	42	3
discíppulo	discípulo	typo	4.47e-06	1	42	4
repcchar	repechar	ocr_confusion	0.0	1	42	1
rélaciona	relaciona	ocr_confusion	7.59e-06	1	42	4
navasja	navaja	typo	3.47e-06	1	42	4
metástasis	metástasis	identity	1.17e-06	0	42	3
repróchá	reprocha	ocr_confusion	7.41e-07	2	42	2
asistem	asisten	typo	3.98e-06	1	42	4
bérzas	berzas	ocr_confusion	0.0	1	42	2
olliéndoles	oliéndoles	typo	0.0	1	42	0
ltae	late	typo	5.62e-06	2	42	4
hccha	hecha	ocr_confusion	3.63e-05	1	42	4
timocracia	timocracia	identity	0.0	0	42	1
gnza	gonza	typo	6.46e-07	1	42	2
accediendo	accediendo	identity	1.51e-06	0	42	3
tendydo	tendido	historical	3.72e-06	1	42	4
aadesa	abadesa	typo	6.31e-07	1	42	2
debámos	debamos	ocr_confusion	1.55e-06	1	42	3
briolaba	brillaba	typo	8.91e-07	1	42	2
badaña	badana	ocr_confusion	0.0	1	42	1
cayos	cayos	identity	7.08e-07	0	42	2
pensión	pensión	identity	1.41e-05	0	42	4
mulafá	mulata	ocr_confusion	0.0	2	42	0
distinguida	distinguida	identity	1.82e-06	0	42	3
imaginaeióñ	imaginación	ocr_confusion	2e-05	2	42	4
valoraddas	valoradas	typo	9.77e-07	1	42	3
piene	piense	typo	1.45e-05	1	42	4
albergue	alberque	historical	0.0	1	42	0
empreñsar	emprensar	ocr_confusion	0.0	1	42	0
deshilvanar	deshilvanar	identity	0.0	0	42	1
jirla	mirla	typo	0.0	1	42	0
abrupto	abrupto	identity	9.33e-07	0	42	2
lomera	lomera	identity	0.0	0	42	1
dcslizámiento	deslizamiento	ocr_confusion	1.91e-06	2	42	3
mordiente	mordiente	identity	0.0	0	42	1
lauretno	lauretano	typo	0.0	1	42	0
pvlmonares	pulmonares	historical	9.33e-07	1	42	2
transmisió	transmisión	typo	2.95e-05	1	42	4
frabuco	trabuco	ocr_confusion	0.0	1	42	2
gungo	guango	typo	0.0	1	42	0
ehirrido	chirrido	ocr_confusion	0.0	1	42	0
dejaremof	dejaremos	ocr_confusion	3.31e-06	1	42	4
prospcró	prosperó	ocr_confusion	7.08e-07	1	42	2
árréciesen	arreciesen	ocr_confusion	0.0	2	42	1
terribiliddad	terribilidad	typo	0.0	1	42	1
pícagallina	picagallina	ocr_confusion	0.0	1	42	1
náúticas	náuticas	ocr_confusion	7.41e-07	1	42	2
ciervof	ciervos	ocr_confusion	1.45e-06	1	42	3
almudejo	almudejo	identity	0.0	0	42	0
elecctrotipia	electrotipia	typo	0.0	1	42	1
defiñtivos	definitivos	historical	1.38e-06	2	42	3
çasándose	casándose	historical	6.03e-07	1	42	2
locaiidad	localidad	ocr_confusion	2.75e-05	1	42	4
atmosféricaz	atmosférica	typo	2.29e-06	1	42	3
solvcionen	solucionen	historical	7.08e-07	1	42	2
inatcividad	inactividad	typo	2.19e-06	2	42	3
bhicicleta	bicicleta	typo	2.04e-05	1	42	4
acercandk	acercando	typo	3.63e-06	1	42	4
rvdo	rvdo	identity	0.0	0	42	0
saludarle	saludarte	ocr_confusion	8.32e-07	1	42	2
sexillo	sextillo	typo	0.0	1	42	0
bécados	becados	ocr_confusion	6.17e-07	1	42	2
asegúrár	asegurar	ocr_confusion	3.39e-05	2	42	4
desentropezar	desentropezar	identity	0.0	0	42	2
atuinero	atunero	typo	0.0	1	42	1
veclndario	vecindario	ocr_confusion	8.13e-06	1	42	4
valerá	valera	ocr_confusion	2.14e-06	1	42	3
transcendenciua	transcendencia	typo	0.0	1	42	0
coágulo	coágulo	identity	0.0	0	42	1
babyeca	babieca	historical	0.0	1	42	0
fertjlizador	fertilizador	historical	0.0	1	42	0
otrreznada	torreznada	typo	0.0	2	42	1
certificado	certificado	identity	1.74e-05	0	42	4
asesjnarlo	asesinarlo	historical	6.31e-07	1	42	2
csbrada	cabrada	typo	0.0	1	42	1
pagadcro	pagadero	ocr_confusion	0.0	1	42	1
mintleron	mintieron	ocr_confusion	1.29e-06	1	42	3
domédticos	domésticos	typo	6.17e-06	1	42	4
scudiendo	sacudiendo	typo	8.32e-07	1	42	2
limbaiero	timbalero	ocr_confusion	0.0	2	42	2
vivarienfe	vivariense	ocr_confusion	0.0	1	42	1
porquerjza	porqueriza	historical	0.0	1	42	1
balqustre	balaustre	typo	0.0	1	42	2
adfeje	adeje	typo	0.0	1	42	1
hvrgonear	hurgonear	historical	0.0	1	42	0
cargadas	cargadas	identity	2.82e-06	0	42	3
clavellina	clavellina	identity	0.0	0	42	0
céporro	ceporro	ocr_confusion	0.0	1	42	1
njcolas	nicolas	historical	7.41e-06	1	42	4
médianería	medianería	ocr_confusion	0.0	1	42	0
éstocada	estocada	ocr_confusion	6.92e-07	1	42	2
ratc	rate	ocr_confusion	8.91e-07	1	42	2
smpezo	empezo	typo	3.24e-06	1	42	4
cerrajear	cerrajear	identity	0.0	0	42	1
aetualizadas	actualizadas	ocr_confusion	1.2e-06	1	42	3
núla	nula	ocr_confusion	6.03e-06	1	42	4
trábajado	trabajado	ocr_confusion	2.45e-05	1	42	4
innterés	interés	typo	0.000126	1	42	4
tollir	tollir	identity	0.0	0	42	0
píngánello	pinganello	ocr_confusion	0.0	2	42	1
inversíoñes	inversiones	ocr_confusion	2.75e-05	2	42	4
vivalavirgne	vivalavirgen	typo	0.0	2	42	0
opmo	pomo	typo	1.12e-06	2	42	3
mádrástra	madrastra	ocr_confusion	1.86e-06	2	42	3
triiar	triar	typo	0.0	1	42	0
géne	gene	ocr_confusion	3.89e-06	1	42	4
ecaño	escaño	typo	3.16e-06	1	42	4
descorohar	descorchar	ocr_confusion	0.0	1	42	2
bolagar	bolagar	identity	0.0	0	42	0
olñérnoslo	olérnoslo	typo	0.0	1	42	1
névero	nevero	ocr_confusion	0.0	1	42	1
reuocó	revocó	historical	9.12e-07	1	42	2
matrza	matraz	typo	0.0	2	42	0
enccimar	encimar	typo	0.0	1	42	0
yyma	yuma	typo	5.75e-07	1	42	2
tuñdidura	tundidura	ocr_confusion	0.0	1	42	0
experimennte	experimente	typo	6.31e-07	1	42	2
oluidados	olvidados	historical	3.55e-06	1	42	4
hirçocervo	hircocervo	historical	0.0	1	42	0
contigüídad	contigüidad	ocr_confusion	0.0	1	42	2
ramificación	ramificación	identity	0.0	0	42	0
concernían	concernían	identity	0.0	0	42	2
ráñula	ránula	ocr_confusion	0.0	1	42	0
cncomiar	encomiar	ocr_confusion	0.0	1	42	1
arlimóñ	artimón	ocr_confusion	0.0	2	42	0
súmán	suman	ocr_confusion	9.12e-06	2	42	4
reahirma	reafirma	historical	1.91e-06	1	42	3
mongoya	montoya	typo	3.09e-06	1	42	4
conveñga	convenga	ocr_confusion	3.47e-06	1	42	4
nomynador	nominador	historical	0.0	1	42	1
píngánello	pinganello	ocr_confusion	0.0	2	42	1
sotaventear	sotaventear	identity	0.0	0	42	1
motinofismo	molinosismo	ocr_confusion	0.0	2	42	1
ailcanto	alicanto	typo	0.0	2	42	0
sorpreñderá	sorprenderá	ocr_confusion	1.86e-06	1	42	3
dadlss	dadles	typo	0.0	1	42	0
pénúltíma	penúltima	ocr_confusion	1.23e-06	2	42	3
ujsticialista	justicialista	typo	1.35e-06	2	42	3
desçabestrar	descabestrar	historical	0.0	1	42	2
hexacordo	hexacordo	identity	0.0	0	42	0
estozólar	estozolar	ocr_confusion	0.0	1	42	1
poderef	poderes	ocr_confusion	4.07e-05	1	42	4
roqvedo	roquedo	historical	0.0	1	42	1
imrpoperio	improperio	typo	0.0	2	42	0
funha	cunha	typo	7.24e-07	1	42	2
macetero	macetero	identity	0.0	0	42	0
gimnasfa	gimnasta	ocr_confusion	1e-06	1	42	3
qvincuagenario	quincuagenario	historical	0.0	1	42	0
bestialismo	bestialismo	identity	0.0	0	42	2
arrón	garrón	typo	0.0	1	42	1
glucemla	glucemia	ocr_confusion	0.0	1	42	1
jnestancable	inestancable	historical	0.0	1	42	0
acervó	acercó	typo	8.32e-06	1	42	4
nabaí	nabal	ocr_confusion	0.0	1	42	0
borrelt	borrell	ocr_confusion	8.13e-07	1	42	2
mjetatarso	metatarso	typo	0.0	1	42	0
pregonár	pregonar	ocr_confusion	0.0	1	42	0
tiros	tiros	identity	1.48e-05	0	42	4
obrero	obrero	identity	1.26e-05	0	42	4
poiiginiá	poliginia	ocr_confusion	0.0	2	42	0
musculosk	musculoso	typo	1.23e-06	1	42	3
bolcheuiquismo	bolcheviquismo	historical	0.0	1	42	1
delátan	delatan	ocr_confusion	5.75e-07	1	42	2
coñfiscaeión	confiscación	ocr_confusion	1.29e-06	2	42	3
waçho	wacho	historical	9.12e-07	1	42	2
disforfiona	distorsiona	ocr_confusion	6.31e-07	2	42	2
viçiado	viciado	historical	1.07e-06	1	42	3
brigaad	brigada	typo	8.71e-06	2	42	4
