input	target	source_rule	freq	edit_count	seed
leçhar	lechar	historical	0.0	1	42
fraudulcnta	fraudulenta	ocr_confusion	1.55e-06	1	42
rioñegrino	rionegrino	ocr_confusion	0.0	1	42
pegven	peguen	historical	1.23e-06	1	42
anliciclón	anticiclón	ocr_confusion	0.0	1	42
participácíón	participacion	ocr_confusion	1.38e-06	3	42
muéslra	muestra	ocr_confusion	0.000117	2	42
dcsvalrás	desvairás	ocr_confusion	0.0	2	42
inyección	inyección	identity	6.76e-06	0	42
skywzlker	skywalker	typo	6.46e-07	1	42
eñtertainment	entertainment	ocr_confusion	1.7e-06	1	42
enlricar	entricar	ocr_confusion	0.0	1	42
abordádos	abordados	ocr_confusion	8.71e-07	1	42
oold	cold	ocr_confusion	1.35e-06	1	42
mayoritaria	mayoritaria	identity	3.24e-06	0	42
pintura	pintura	identity	3.55e-05	0	42
fraalá	faralá	typo	0.0	2	42
oljéndonoslos	oliéndonoslos	historical	0.0	1	42
special	special	identity	1.58e-06	0	42
trimeswtralmente	trimestralmente	typo	0.0	1	42
maceraeión	maceración	ocr_confusion	0.0	1	42
noló	notó	ocr_confusion	5.25e-06	1	42
azuxar	azuzar	typo	0.0	1	42
idegorama	ideograma	typo	0.0	2	42
taquixardia	taquicardia	typo	1.02e-06	1	42
eoincidimos	coincidimos	ocr_confusion	1.78e-06	1	42
ssant	sant	typo	6.61e-06	1	42
oongeládof	congelados	ocr_confusion	2.19e-06	3	42
cervieales	cervicales	ocr_confusion	6.17e-07	1	42
albañila	albañila	identity	0.0	0	42
próhibitivo	prohibitivo	ocr_confusion	0.0	1	42
eespumador	espumador	typo	0.0	1	42
recvlar	recular	historical	0.0	1	42
viéndola	viéndola	identity	7.76e-07	0	42
preferiblementte	preferiblemente	typo	1.48e-06	1	42
naciminetos	nacimientos	typo	3.63e-06	2	42
llamraan	llamaran	typo	9.12e-07	2	42
heladizo	heladizo	identity	0.0	0	42
subiroa	subirla	typo	9.55e-07	1	42
argáj	argán	typo	0.0	1	42
muscariá	muscaria	ocr_confusion	0.0	1	42
reinvención	reinvención	identity	0.0	0	42
coquíila	coquilla	ocr_confusion	0.0	2	42
espoñjas	esponjas	ocr_confusion	8.91e-07	1	42
apruímac	apurímac	typo	7.08e-07	2	42
importaad	importada	typo	1.45e-06	2	42
abómiñaeióñ	abominación	ocr_confusion	8.71e-07	4	42
bonificar	bonificar	identity	0.0	0	42
hidrólisis	hidrólisis	identity	0.0	0	42
agóta	agota	ocr_confusion	2.09e-06	1	42
vespucfio	vespucio	typo	6.03e-07	1	42
admisble	admisible	typo	1.17e-06	1	42
saládar	saladar	ocr_confusion	0.0	1	42
gualdrapéro	gualdrapero	ocr_confusion	0.0	1	42
granjás	granjas	ocr_confusion	4.27e-06	1	42
descoritar	descoritar	identity	0.0	0	42
being	being	identity	1.58e-06	0	42
trílitó	trilito	ocr_confusion	0.0	2	42
çuquera	cuquera	historical	0.0	1	42
milgranra	milgranar	typo	0.0	2	42
hvesudo	huesudo	historical	0.0	1	42
inconstruible	inconstruible	identity	0.0	0	42
crismma	crisma	typo	0.0	1	42
ençantado	encantado	historical	1.17e-05	1	42
norté	norte	ocr_confusion	0.000158	1	42
ímpulso	impulso	ocr_confusion	1.82e-05	1	42
sayyuelo	sayuelo	typo	0.0	1	42
süperiores	superiores	ocr_confusion	2.63e-05	1	42
fanguinario	sanguinario	ocr_confusion	9.12e-07	1	42
trilladura	trilladura	identity	0.0	0	42
nécesitados	necesitados	ocr_confusion	3.98e-06	1	42
inhiest	inhiesto	typo	0.0	1	42
propenfa	propensa	ocr_confusion	7.41e-07	1	42
lleudar	leudar	typo	0.0	1	42
défzafrar	deszafrar	ocr_confusion	0.0	2	42
aparté	aparte	ocr_confusion	4.68e-05	1	42
casposamente	casposamente	identity	0.0	0	42
néoyorquino	neoyorquino	ocr_confusion	8.32e-07	1	42
mnatero	mantero	typo	0.0	2	42
ohocó	chocó	ocr_confusion	4.17e-06	1	42
queda	quedan	typo	6.92e-05	1	42
erighió	erigió	typo	1.02e-06	1	42
lraigo	traigo	ocr_confusion	9.77e-06	1	42
moforizados	motorizados	ocr_confusion	1.2e-06	1	42
envidador	envidador	identity	0.0	0	42
copan	copan	identity	6.61e-07	0	42
passsword	password	typo	6.61e-07	1	42
láctéos	lácteos	ocr_confusion	3.02e-06	1	42
egyptólogo	egiptólogo	historical	0.0	1	42
mallero	mallero	identity	0.0	0	42
estrellvela	estrelluela	historical	0.0	1	42
cochinádá	cochinada	ocr_confusion	0.0	2	42
geraldin	geraldine	typo	9.55e-07	1	42
fealdád	fealdad	ocr_confusion	9.33e-07	1	42
despolarizador	despolarizador	identity	0.0	0	42
baiñado	bailado	typo	8.51e-07	1	42
ahtolesionar	autolesionar	typo	0.0	1	42
picapuereo	picapuerco	ocr_confusion	0.0	1	42
originaria	originaria	identity	3.55e-06	0	42
bloguearon	bloquearon	historical	1.78e-06	1	42
timar	timar	identity	0.0	0	42
robáda	robada	ocr_confusion	2.95e-06	1	42
apreciañ	aprecian	ocr_confusion	3.02e-06	1	42
sagappeno	sagapeno	typo	0.0	1	42
dllo	ello	typo	0.000204	1	42
hcñchlré	henchiré	ocr_confusion	0.0	3	42
cbre	cobre	typo	1.82e-05	1	42
pazdre	padre	typo	0.000229	1	42
seguijs	seguis	typo	1.91e-06	1	42
righf	right	ocr_confusion	5.75e-06	1	42
ficlo	siclo	ocr_confusion	0.0	1	42
desçomunalmente	descomunalmente	historical	0.0	1	42
llamada	llamada	identity	0.000102	0	42
botádo	botado	ocr_confusion	7.76e-07	1	42
envidador	envidador	identity	0.0	0	42
suubducción	subducción	typo	0.0	1	42
embotammiento	embotamiento	typo	0.0	1	42
mandria	mandria	identity	0.0	0	42
remarçar	remarcar	historical	1.07e-06	1	42
bcrnié	bernie	ocr_confusion	2.51e-06	2	42
lcjof	lejos	ocr_confusion	0.000117	2	42
ohivas	chivas	ocr_confusion	3.31e-06	1	42
ambjentado	ambientado	historical	9.12e-07	1	42
sesfeadero	sesteadero	ocr_confusion	0.0	1	42
reconciliarse	reconciliarse	identity	6.76e-07	0	42
eomprate	comprate	ocr_confusion	9.55e-07	1	42
miicrospora	microspora	typo	0.0	1	42
çhistoso	chistoso	historical	3.55e-06	1	42
desastrosos	desastrosos	identity	6.61e-07	0	42
racamenlo	racamento	ocr_confusion	0.0	1	42
soño	sono	ocr_confusion	1.07e-06	1	42
ratingg	rating	typo	2.95e-06	1	42
encimera	encimera	identity	0.0	0	42
kakl	kaki	ocr_confusion	0.0	1	42
coralillo	coralillo	identity	0.0	0	42
enohes	enojes	typo	1.66e-06	1	42
joann	johann	typo	1.41e-06	1	42
fhanks	thanks	ocr_confusion	1.1e-06	1	42
cascote	cascote	identity	0.0	0	42
covntry	country	historical	5.75e-06	1	42
vaga	vaga	identity	4.27e-06	0	42
gozñe	gozne	ocr_confusion	0.0	1	42
basicaménte	basicamente	ocr_confusion	1.41e-06	1	42
cuclillo	cuclillo	identity	0.0	0	42
añdarlo	andarlo	ocr_confusion	0.0	1	42
préoperatorio	preoperatorio	ocr_confusion	0.0	1	42
lorcimiento	torcimiento	ocr_confusion	0.0	1	42
bastkdores	bastidores	typo	1.41e-06	1	42
trásladados	trasladados	ocr_confusion	3.39e-06	1	42
hubjereis	hubiereis	historical	0.0	1	42
rovsseau	rousseau	historical	1.48e-06	1	42
hipoalergéñco	hipoalergénico	historical	0.0	2	42
sanguxa	sanguja	historical	0.0	1	42
atnídoto	antídoto	typo	1.62e-06	2	42
cruiir	crujir	historical	0.0	1	42
rapimar	rapiñar	typo	0.0	1	42
arreesta	arresta	typo	5.75e-07	1	42
perkíñs	perkins	ocr_confusion	1.26e-06	2	42
notihicativo	notificativo	historical	0.0	1	42
acia	macia	typo	0.0	1	42
angeio	angelo	ocr_confusion	2.51e-06	1	42
edmónd	edmond	ocr_confusion	1.02e-06	1	42
calva	calva	identity	1.29e-06	0	42
gürbio	gurbio	ocr_confusion	0.0	1	42
wngrandecimiento	engrandecimiento	typo	0.0	1	42
realeno	realengo	typo	0.0	1	42
dimitidó	dimitido	ocr_confusion	1.02e-06	1	42
çumple	cumple	historical	2.88e-05	1	42
anticonngelante	anticongelante	typo	0.0	1	42
staetup	startup	typo	1.51e-06	1	42
babirúsa	babirusa	ocr_confusion	0.0	1	42
maebl	mabel	typo	2.14e-06	2	42
crápüta	crápula	ocr_confusion	0.0	2	42
oubrir	cubrir	ocr_confusion	2.63e-05	1	42
premostrsr	premostrar	typo	0.0	1	42
nematodo	nematodo	identity	0.0	0	42
záherir	zaherir	ocr_confusion	0.0	1	42
defemboscar	desemboscar	ocr_confusion	0.0	1	42
mcditando	meditando	ocr_confusion	8.91e-07	1	42
ofra	otra	ocr_confusion	0.000724	1	42
atlántica	atlántica	identity	2.19e-06	0	42
ocmensal	comensal	typo	0.0	2	42
sdobrero	sobrero	typo	0.0	1	42
ecorridos	recorridos	typo	3.72e-06	1	42
fartanero	tartanero	ocr_confusion	0.0	1	42
aválá	avala	ocr_confusion	1.45e-06	2	42
exprefan	expresan	ocr_confusion	7.41e-06	1	42
apoástro	apoastro	ocr_confusion	0.0	1	42
postrémo	postremo	ocr_confusion	0.0	1	42
cnergía	energía	ocr_confusion	0.000107	1	42
tuirbulario	turibulario	typo	0.0	2	42
marqüés	marqués	ocr_confusion	1.38e-05	1	42
çedo	cedo	historical	5.89e-07	1	42
tasádámeñte	tasadamente	ocr_confusion	0.0	3	42
carñívoro	carnívoro	ocr_confusion	0.0	1	42
pastoréar	pastorear	ocr_confusion	0.0	1	42
identiffique	identifique	typo	2e-06	1	42
eonocí	conocí	ocr_confusion	2.45e-05	1	42
chanehullero	chanchullero	ocr_confusion	0.0	1	42
concrrete	concrete	typo	6.61e-07	1	42
ajustef	ajustes	ocr_confusion	5.75e-06	1	42
imperturbáblemenfe	imperturbablemente	ocr_confusion	0.0	2	42
teso	tieso	typo	6.61e-07	1	42
cóntraten	contraten	ocr_confusion	9.77e-07	1	42
tutorcs	tutores	ocr_confusion	2.19e-06	1	42
niñ	niña	typo	6.92e-05	1	42
sarpvllir	sarpullir	historical	0.0	1	42
póngansé	pónganse	ocr_confusion	1.45e-06	1	42
aliwios	alisios	typo	0.0	1	42
pelosx	pelos	typo	1.15e-05	1	42
réggaeton	reggaeton	ocr_confusion	1.7e-06	1	42
presatario	prestatario	typo	0.0	1	42
valeñtine	valentine	ocr_confusion	1.62e-06	1	42
mugydo	mugido	historical	0.0	1	42
alañceador	alanceador	ocr_confusion	0.0	1	42
famosas	famosas	identity	8.71e-06	0	42
oopcion	opcion	typo	3.31e-06	1	42
clasifivatoria	clasificatoria	typo	5.75e-07	1	42
mlmi	mimi	ocr_confusion	1.62e-06	1	42
menuedro	menudero	typo	0.0	2	42
granzofo	granzoso	ocr_confusion	0.0	1	42
pódrido	podrido	ocr_confusion	4.07e-06	1	42
enoomiadór	encomiador	ocr_confusion	0.0	2	42
pastizaies	pastizales	ocr_confusion	9.55e-07	1	42
denygratorio	denigratorio	historical	0.0	1	42
expurgador	expurgador	identity	0.0	0	42
exxclamó	exclamó	typo	2e-06	1	42
xato	jato	historical	0.0	1	42
rastreraménte	rastreramente	ocr_confusion	0.0	1	42
caicicosis	calcicosis	ocr_confusion	0.0	1	42
avewfría	avefría	typo	0.0	1	42
puuerta	puerta	typo	0.000117	1	42
juñqüeral	junqueral	ocr_confusion	0.0	2	42
quincuagcsimoeuarfo	quincuagesimocuarto	ocr_confusion	0.0	3	42
sentenciador	sentenciador	identity	0.0	0	42
asfronomía	astronomía	ocr_confusion	3.39e-06	1	42
sumó	sumó	identity	4.9e-06	0	42
obla	pobla	typo	6.46e-07	1	42
mmercadotecnia	mercadotecnia	typo	1.7e-06	1	42
carendura	carenadura	typo	0.0	1	42
tecnológioos	tecnológicos	ocr_confusion	7.08e-06	1	42
barbiblajco	barbiblanco	typo	0.0	1	42
abotargár	abotargar	ocr_confusion	0.0	1	42
mansa	mansa	identity	1.15e-06	0	42
marqúcsita	marquesita	ocr_confusion	0.0	2	42
seduotora	seductora	ocr_confusion	1.29e-06	1	42
peúgeol	peugeot	ocr_confusion	2.04e-06	2	42
locción	locación	typo	1.74e-06	1	42
animadorá	animadora	ocr_confusion	8.51e-07	1	42
svpercopa	supercopa	historical	1.7e-06	1	42
rzoar	rozar	typo	8.32e-07	2	42
drvastar	devastar	typo	0.0	1	42
mofs	moss	ocr_confusion	1.35e-06	1	42
fiohó	fichó	ocr_confusion	5.89e-07	1	42
pelygra	peligra	historical	7.41e-07	1	42
terapéutjcas	terapéuticas	historical	1e-06	1	42
pretirieraf	pretirieras	ocr_confusion	0.0	1	42
calvmniador	calumniador	historical	0.0	1	42
moderniazr	modernizar	typo	2.14e-06	2	42
alaferno	alaterno	ocr_confusion	0.0	1	42
meyado	mellado	historical	6.46e-07	2	42
compacfar	compactar	ocr_confusion	0.0	1	42
chúpa	chupa	ocr_confusion	9.55e-06	1	42
poderosof	poderosos	ocr_confusion	1.32e-05	1	42
esándole	estándole	typo	0.0	1	42
azrtefactos	artefactos	typo	4.57e-06	1	42
cnyugar	enyugar	ocr_confusion	0.0	1	42
shelíey	shelley	ocr_confusion	1.38e-06	1	42
oésped	césped	ocr_confusion	6.17e-06	1	42
cortinnaje	cortinaje	typo	0.0	1	42
secuuestra	secuestra	typo	1.05e-06	1	42
seil	senil	typo	1.1e-06	1	42
mañzanillo	manzanillo	ocr_confusion	1.05e-06	1	42
festonar	festonar	identity	0.0	0	42
penumbrá	penumbra	ocr_confusion	9.77e-07	1	42
ráge	rage	ocr_confusion	9.55e-07	1	42
vacíoos	vacíos	typo	6.61e-06	1	42
pedirté	pedirte	ocr_confusion	3.55e-06	1	42
pejegatto	pejegallo	ocr_confusion	0.0	2	42
acercop	acerco	typo	2.63e-06	1	42
ineómpreñsión	incomprensión	ocr_confusion	8.71e-07	3	42
humorísticoz	humorísticos	typo	6.46e-07	1	42
siílas	sillas	ocr_confusion	9.77e-06	1	42
cavq	cava	typo	2.4e-06	1	42
edueativo	educativo	ocr_confusion	2.29e-05	1	42
salladujra	salladura	typo	0.0	1	42
elaí	elía	typo	7.41e-07	2	42
flujómetro	flujómetro	identity	0.0	0	42
algaraceare	algaraceare	identity	0.0	0	42
accediod	accedido	typo	1.66e-06	2	42
dónativos	donativos	ocr_confusion	1.58e-06	1	42
dlary	diary	ocr_confusion	6.31e-07	1	42
ciñcuenta	cincuenta	ocr_confusion	1.95e-05	1	42
xabado	sabado	typo	4.68e-06	1	42
desprennden	desprenden	typo	1.35e-06	1	42
entrecomar	entrecomar	identity	0.0	0	42
esdrujulizar	esdrujulizar	identity	0.0	0	42
pescadero	pescadero	identity	0.0	0	42
çonducta	conducta	historical	2.34e-05	1	42
ampérío	amperio	ocr_confusion	0.0	2	42
magñcto	magneto	ocr_confusion	9.12e-07	2	42
ambiguol	ambiguo	typo	1.82e-06	1	42
compenettrar	compenetrar	typo	0.0	1	42
roranet	rorante	typo	0.0	2	42
dañi	dani	ocr_confusion	4.57e-06	1	42
hirst	first	historical	5.75e-06	1	42
acsoado	acosado	typo	1.55e-06	2	42
mudadno	mudando	typo	6.92e-07	2	42
pipás	pipas	ocr_confusion	1.7e-06	1	42
fulk	hulk	historical	3.31e-06	1	42
obfeurantistá	obscurantista	ocr_confusion	0.0	3	42
lararse	largarse	typo	5.5e-07	1	42
orgasmos	orgasmos	identity	1.23e-06	0	42
gvapamente	guapamente	historical	0.0	1	42
bonificar	bonificar	identity	0.0	0	42
ñonderar	ponderar	typo	0.0	1	42
desigñadof	designados	ocr_confusion	4.37e-06	2	42
temeninaménte	femeninamente	ocr_confusion	0.0	2	42
lmbrarada	lumbrarada	typo	0.0	1	42
ijádear	ijadear	ocr_confusion	0.0	1	42
eevolucionan	evolucionan	typo	1.1e-06	1	42
espinochár	espinochar	ocr_confusion	0.0	1	42
ssamuray	samuray	typo	0.0	1	42
puentecilla	puentecilla	identity	0.0	0	42
espcraba	esperaba	ocr_confusion	3.89e-05	1	42
patriarcdao	patriarcado	typo	3.09e-06	2	42
rarefacción	rarefacción	identity	0.0	0	42
fuerabords	fueraborda	typo	0.0	1	42
oerebróvafcular	cerebrovascular	ocr_confusion	0.0	3	42
fólito	sólito	ocr_confusion	0.0	1	42
espadereo	espadero	typo	0.0	1	42
rchenchíás	rehenchías	ocr_confusion	0.0	2	42
perviinca	pervinca	typo	0.0	1	42
dcdicarle	dedicarle	ocr_confusion	2.63e-06	1	42
mentalmeñte	mentalmente	ocr_confusion	5.37e-06	1	42
peritos	peritos	identity	2.57e-06	0	42
acámpanár	acampanar	ocr_confusion	0.0	2	42
zpa	zapa	typo	0.0	1	42
siriá	siria	ocr_confusion	2.14e-05	1	42
trína	traína	typo	0.0	1	42
lores	llores	typo	4.27e-06	1	42
energúmno	energúmeno	typo	0.0	1	42
propletarios	propietarios	ocr_confusion	1.86e-05	1	42
bieiga	bielga	ocr_confusion	0.0	1	42
hélena	helena	ocr_confusion	4.57e-06	1	42
fllood	flood	typo	6.03e-07	1	42
ccolgar	colgar	typo	5.89e-06	1	42
fijmaente	fijamente	typo	3.63e-06	2	42
laxaar	laxar	typo	0.0	1	42
eliminarlño	eliminarlo	typo	1.17e-06	1	42
deshiladó	deshilado	ocr_confusion	0.0	1	42
obligatoriédád	obligatoriedad	ocr_confusion	1.55e-06	2	42
marrá	marra	ocr_confusion	0.0	1	42
asislí	asistí	ocr_confusion	1.15e-06	1	42
qvemaduras	quemaduras	historical	3.47e-06	1	42
guisandéro	guisandero	ocr_confusion	0.0	1	42
vallex	valles	typo	7.76e-06	1	42
qvinao	quinao	historical	0.0	1	42
automátyca	automática	historical	6.76e-06	1	42
anorzá	anorza	ocr_confusion	0.0	1	42
figuesroa	figueroa	typo	5.89e-06	1	42
sufragysmo	sufragismo	historical	0.0	1	42
absujrdos	absurdos	typo	2.24e-06	1	42
matrifulados	matriculados	typo	1.17e-06	1	42
villagé	village	ocr_confusion	2.82e-06	1	42
descartadof	descartados	ocr_confusion	5.75e-07	1	42
arrevoíver	arrevolver	ocr_confusion	0.0	1	42
gasnaran	ganaran	typo	8.71e-07	1	42
ateríaa	atería	typo	0.0	1	42
fruncimlento	fruncimiento	ocr_confusion	0.0	1	42
paloizas	palizas	typo	1.12e-06	1	42
mállar	mallar	ocr_confusion	0.0	1	42
wiatt	wyatt	historical	1.23e-06	1	42
reciidivar	recidivar	typo	0.0	1	42
zalamería	zalamería	identity	0.0	0	42
téndcmos	tendemos	ocr_confusion	1.26e-06	2	42
jovy	jovi	historical	7.08e-07	1	42
palokares	palomares	typo	5.62e-07	1	42
ocurrienddo	ocurriendo	typo	8.32e-06	1	42
arépa	arepa	ocr_confusion	1.23e-06	1	42
chiclaba	chiclana	typo	7.59e-07	1	42
cíavero	clavero	ocr_confusion	0.0	1	42
deslomadura	deslomadura	identity	0.0	0	42
compareciente	compareciente	identity	0.0	0	42
tunnda	tunda	typo	0.0	1	42
ahorccar	ahorcar	typo	7.24e-07	1	42
farja	tarja	ocr_confusion	0.0	1	42
cultas	cultas	identity	5.75e-07	0	42
trimwmbre	trimembre	typo	0.0	1	42
ejric	enric	typo	8.13e-07	1	42
heliofis	heliosis	ocr_confusion	0.0	1	42
mañtiene	mantiene	ocr_confusion	4.17e-05	1	42
tlendo	tiendo	ocr_confusion	1.41e-06	1	42
nomynadas	nominadas	historical	6.61e-07	1	42
çímbalo	címbalo	historical	0.0	1	42
viádera	viadera	ocr_confusion	0.0	1	42
guzmán	guzmán	identity	1.12e-05	0	42
intados	pintados	typo	3.09e-06	1	42
pupilaz	pupila	typo	1.23e-06	1	42
pónderable	ponderable	ocr_confusion	0.0	1	42
esportillá	esportilla	ocr_confusion	0.0	1	42
deejarnos	dejarnos	typo	4.47e-06	1	42
obrras	borras	typo	6.46e-07	2	42
sinódici	sinódico	typo	0.0	1	42
trributarias	tributarias	typo	2.09e-06	1	42
rusian	russian	typo	1.17e-06	1	42
piauso	plauso	ocr_confusion	0.0	1	42
migelito	miguelito	typo	7.41e-07	1	42
helino	felino	historical	1.17e-06	1	42
replar	reptar	ocr_confusion	0.0	1	42
encargue	encargue	identity	2.29e-06	0	42
clavát	claval	ocr_confusion	0.0	2	42
desenvolfimiento	desenvolvimiento	typo	7.59e-07	1	42
travmas	traumas	historical	1.95e-06	1	42
dmifri	dmitri	ocr_confusion	1.35e-06	1	42
mancjada	manejada	ocr_confusion	1.35e-06	1	42
calabrole	calabrote	ocr_confusion	0.0	1	42
azrmería	armería	typo	8.71e-07	1	42
eluctasble	eluctable	typo	0.0	1	42
sustituro	sustituto	typo	4.79e-06	1	42
rabjón	rabión	historical	0.0	1	42
cansdao	cansado	typo	2e-05	2	42
fitviá	silvia	ocr_confusion	6.76e-06	3	42
verdolaga	verdolaga	identity	0.0	0	42
esenjo	esenio	historical	0.0	1	42
dra	dira	typo	1.1e-06	1	42
gaçapo	gazapo	historical	0.0	1	42
viveñ	viven	ocr_confusion	5.25e-05	1	42
iñferioridad	inferioridad	ocr_confusion	2.51e-06	1	42
iunmensidad	inmensidad	typo	1.17e-06	1	42
juguetcar	juguetear	ocr_confusion	0.0	1	42
idsparan	disparan	typo	3.47e-06	2	42
grulléro	grullero	ocr_confusion	0.0	1	42
engrosamieñto	engrosamiento	ocr_confusion	0.0	1	42
rago	argo	typo	6.46e-07	2	42
çesión	cesión	historical	4.9e-06	1	42
prelaados	prelados	typo	5.62e-07	1	42
caerrojar	acerrojar	typo	0.0	2	42
respiñgón	respingón	ocr_confusion	0.0	1	42
edxigible	exigible	typo	6.61e-07	1	42
dedare	declare	ocr_confusion	2.88e-06	2	42
navalçarnero	navalcarnero	historical	0.0	1	42
gaúlle	gaulle	ocr_confusion	1.15e-06	1	42
opkins	hopkins	typo	1.55e-06	1	42
tragadir	tragador	typo	0.0	1	42
musácceo	musáceo	typo	0.0	1	42
sucinfo	sucinto	ocr_confusion	0.0	1	42
sobaquina	sobaquina	identity	0.0	0	42
perllaje	peritaje	ocr_confusion	9.12e-07	2	42
trfasladador	trasladador	typo	0.0	1	42
cnotrahechura	contrahechura	typo	0.0	2	42
aquilalamiénto	aquilatamiento	ocr_confusion	0.0	2	42
grjtaron	gritaron	historical	1.58e-06	1	42
potalq	potala	typo	0.0	1	42
maruspio	marsupio	typo	0.0	2	42
drogádo	drogado	ocr_confusion	2.14e-06	1	42
eseobar	escobar	ocr_confusion	7.59e-06	1	42
preventivaemnte	preventivamente	typo	0.0	2	42
taponamyento	taponamiento	historical	0.0	1	42
desenoxar	desenojar	historical	0.0	1	42
difereñte	diferente	ocr_confusion	0.000107	1	42
jubeniles	juveniles	historical	7.94e-06	1	42
vúéccncia	vuecencia	ocr_confusion	0.0	3	42
sartenda	sartenada	typo	0.0	1	42
abstencionista	abstencionista	identity	0.0	0	42
acumuladas	acumuladas	identity	1.15e-06	0	42
armiñar	armiñar	identity	0.0	0	42
sansimoismo	sansimonismo	typo	0.0	1	42
operant	operante	typo	0.0	1	42
fuch	such	ocr_confusion	9.12e-07	1	42
desçonchar	desconchar	historical	0.0	1	42
harinéán	harinean	ocr_confusion	0.0	2	42
invisibilidad	invisibilidad	identity	9.12e-07	0	42
neptunó	neptuno	ocr_confusion	1.74e-06	1	42
sedañ	sedan	ocr_confusion	6.17e-07	1	42
oanús	lanús	typo	2.75e-06	1	42
árqueros	arqueros	ocr_confusion	1.74e-06	1	42
motiñes	motines	ocr_confusion	9.55e-07	1	42
hoñores	honores	ocr_confusion	6.46e-06	1	42
eonocidas	conocidas	ocr_confusion	1.58e-05	1	42
bacaláderó	bacaladero	ocr_confusion	0.0	2	42
tranquilps	tranquilos	typo	1.02e-05	1	42
mejorén	mejoren	ocr_confusion	2.45e-06	1	42
dfoliente	doliente	typo	0.0	1	42
siignario	signario	typo	0.0	1	42
bermexo	bermejo	historical	1.35e-06	1	42
asesindao	asesinado	typo	2.51e-05	2	42
obsequiador	obsequiador	identity	0.0	0	42
rstribo	estribo	typo	0.0	1	42
píngánello	pinganello	ocr_confusion	0.0	2	42
incoheréntes	incoherentes	ocr_confusion	6.46e-07	1	42
enny	kenny	typo	2.95e-06	1	42
sipmlón	simplón	typo	0.0	2	42
knów	know	ocr_confusion	5.75e-06	1	42
bokleros	boleros	typo	6.17e-07	1	42
hiññible	hinnible	ocr_confusion	0.0	2	42
siltraciones	filtraciones	ocr_confusion	2.24e-06	1	42
farn	fran	typo	4.27e-06	2	42
rehenchiríamós	rehenchiríamos	ocr_confusion	0.0	1	42
organicadores	organizadores	historical	5.5e-06	1	42
dearretar	dejarretar	typo	0.0	1	42
inhumar	inhumar	identity	0.0	0	42
petile	petite	ocr_confusion	5.75e-07	1	42
rvstir	rustir	historical	0.0	1	42
arrugamyento	arrugamiento	historical	0.0	1	42
insuficientres	insuficientes	typo	2.57e-06	1	42
remosqvear	remosquear	historical	0.0	1	42
vesfíañ	vestían	ocr_confusion	1.07e-06	2	42
rodesaban	rodeaban	typo	1.45e-06	1	42
ttemplada	templada	typo	9.12e-07	1	42
azorqr	azorar	typo	0.0	1	42
daia	dala	ocr_confusion	0.0	1	42
debíste	debiste	ocr_confusion	1.15e-06	1	42
hlorecen	florecen	historical	1.1e-06	1	42
ssenatorio	senatorio	typo	0.0	1	42
revisxa	revisa	typo	9.77e-06	1	42
agarbaar	agarbar	typo	0.0	1	42
conociddos	conocidos	typo	3.63e-05	1	42
funnky	funky	typo	7.94e-07	1	42
anfipcrsoña	antipersona	ocr_confusion	0.0	3	42
mocos	mocos	identity	1.91e-06	0	42
gradvó	graduó	historical	2.51e-06	1	42
arvñar	aruñar	historical	0.0	1	42
eolüdir	coludir	ocr_confusion	0.0	2	42
vcivaz	vivaz	typo	7.59e-07	1	42
burjasol	burjasot	ocr_confusion	0.0	1	42
ovatne	ovante	typo	0.0	2	42
ereçtor	erector	historical	0.0	1	42
hidatídico	hidatídico	identity	0.0	0	42
piñtarroja	pintarroja	ocr_confusion	0.0	1	42
reacio	reacios	typo	7.24e-07	1	42
despareir	desparcir	ocr_confusion	0.0	1	42
bordeeando	bordeando	typo	6.92e-07	1	42
dsesh	daesh	typo	7.76e-07	1	42
expllqüe	explique	ocr_confusion	8.32e-06	2	42
rencvrarse	rencurarse	historical	0.0	1	42
abúrrár	aburrar	ocr_confusion	0.0	2	42
tulaz	tula	typo	1.95e-06	1	42
envrionmental	environmental	typo	6.03e-07	2	42
subcóntinenle	subcontinente	ocr_confusion	9.12e-07	2	42
ilbró	libró	typo	1.82e-06	2	42
roga	droga	typo	2.4e-05	1	42
bbadal	badal	typo	0.0	1	42
éxtrañar	extrañar	ocr_confusion	8.13e-06	1	42
sacfar	sachar	historical	0.0	1	42
produeían	producían	ocr_confusion	1.66e-06	1	42
encalabriár	encalabriar	ocr_confusion	0.0	1	42
eoharlos	echarlos	ocr_confusion	6.76e-07	1	42
pllaquín	plaquín	typo	0.0	1	42
mapuloso	ampuloso	typo	0.0	2	42
fabrieas	fabricas	ocr_confusion	7.94e-07	1	42
dcñotar	denotar	ocr_confusion	6.31e-07	2	42
prewtamista	prestamista	typo	1.2e-06	1	42
arretrança	arretranca	historical	0.0	1	42
aítor	aitor	ocr_confusion	8.32e-07	1	42
retoslar	retostar	ocr_confusion	0.0	1	42
jarochó	jarocho	ocr_confusion	0.0	1	42
cesp	desp	typo	7.59e-07	1	42
hasaña	hazaña	typo	3.8e-06	1	42
tuviearn	tuvieran	typo	1e-05	2	42
rripio	ripio	typo	0.0	1	42
sembarndo	sembrando	typo	1.74e-06	2	42
defignios	designios	ocr_confusion	7.24e-07	1	42
llcvára	llevara	ocr_confusion	6.17e-06	2	42
contratanfe	contratante	ocr_confusion	1e-06	1	42
